obec_kod;obec;okres_kod;okres;kraj_kod;kraj;vymera;krajina;krajina_kod;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE;latitude;longitude
557633;Bodiná;306;Považská Bystrica;3;Trenčiansky;7474896;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Bodiná;SK0226557633;49.10954545;18.56448029504758
512095;Bodorová;509;Turčianske Teplice;5;Žilinský;5114441;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Bodorová;SK0319512095;48.9104906;18.85497842365157
524204;Bodovce;708;Sabinov;7;Prešovský;7520030;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Bodovce;SK0418524204;49.1308364;21.17529199939942
527149;Bodružal;712;Svidník;7;Prešovský;7237803;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Bodružal;SK041C527149;49.3519344;21.7077164450733
501042;Bodza;401;Komárno;4;Nitriansky;6318239;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bodza;SK0231501042;47.8335306;17.8288064
555819;Bodzianske Lúky;401;Komárno;4;Nitriansky;5166423;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bodzianske Lúky;SK0231555819;47.8887836;17.8978668
519073;Bogliarka;701;Bardejov;7;Prešovský;9391140;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Bogliarka;SK0411519073;49.2722549;21.13723406061628
521205;Bohdanovce;806;Košice - okolie;8;Košický;5937908;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bohdanovce;SK0426521205;48.6569117;21.4000491
506796;Bohdanovce nad Trnavou;207;Trnava;2;Trnavský;11481602;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Bohdanovce nad Trnavou;SK0217506796;48.4335161;17.55378367361064
501506;Boheľov;201;Dunajská Streda;2;Trnavský;8292428;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Boheľov;SK0211501506;47.9189841;17.6946
580937;Bohunice;402;Levice;4;Nitriansky;12833007;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bohunice;SK0232580937;48.3491968;18.75966991647201
582301;Bohunice;302;Ilava;3;Trenčiansky;7035899;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Bohunice;SK0222582301;49.0263537;18.1871753394662
525553;Bohúňovo;808;Rožňava;8;Košický;6808909;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Bohúňovo;SK0428525553;48.51222495;20.38793984264902
542717;Bojná;406;Topoľčany;4;Nitriansky;33809201;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Bojná;SK0236542717;48.59768010000001;18.02573866610665
513903;Bojnice;307;Prievidza;3;Trenčiansky;19923198;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Bojnice;SK0227513903;48.79205855;18.58462757960542
506800;Bojničky;203;Hlohovec;2;Trnavský;9267621;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Bojničky;SK0213506800;48.3902415;17.80175827336971
528161;Boľ;811;Trebišov;8;Košický;12602754;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Boľ;SK042B528161;48.4757844;21.93697116299509
503681;Boldog;108;Senec;1;Bratislavský;4495591;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Boldog;SK0108503681;48.2386707;17.4293444
506818;Boleráz;207;Trnava;2;Trnavský;25449205;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Boleráz;SK0217506818;48.46493015;17.49936128703892
512885;Bolešov;302;Ilava;3;Trenčiansky;14950891;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Bolešov;SK0222512885;49.0060286;18.13463938136363
521213;Boliarov;806;Košice - okolie;8;Košický;9409831;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Boliarov;SK0426521213;48.81081085;21.43315744972566
511251;Boľkovce;606;Lučenec;6;Banskobystrický;10993250;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Boľkovce;SK0326511251;48.33663025;19.74245529345115
556793;Borčany;301;Bánovce nad Bebravou;3;Trenčiansky;3109996;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Borčany;SK0221556793;48.6563788;18.2193755
557391;Borčice;302;Ilava;3;Trenčiansky;4118319;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Borčice;SK0222557391;48.9913634;18.12187802153466
512109;Borcová;509;Turčianske Teplice;5;Žilinský;2093674;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Borcová;SK0319512109;48.92558575;18.84808641819144
507831;Borinka;106;Malacky;1;Bratislavský;15792548;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Borinka;SK0106507831;48.2626241;17.0860379
525561;Bôrka;808;Rožňava;8;Košický;23735351;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Bôrka;SK0428525561;48.6442545;20.77963618680313
506826;Borová;207;Trnava;2;Trnavský;5905444;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Borová;SK0217506826;48.387792;17.44073964288538
506834;Borovce;204;Piešťany;2;Trnavský;10873543;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Borovce;SK0214506834;48.57995339999999;17.72856438056622
528170;Borša;811;Trebišov;8;Košický;9540277;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Borša;SK042B528170;48.3946602;21.70170393421761
504238;Borský Mikuláš;205;Senica;2;Trnavský;49981853;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Borský Mikuláš;SK0215504238;48.62482665;17.24164515950046
504220;Borský Svätý Jur;205;Senica;2;Trnavský;39698095;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Borský Svätý Jur;SK0215504220;48.5981979;17.074889077558
502090;Bory;402;Levice;4;Nitriansky;8811058;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bory;SK0232502090;48.19065455;18.7509192474043
505871;Bošáca;304;Nové Mesto nad Váhom;3;Trenčiansky;19597676;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Bošáca;SK0224505871;48.8508185;17.84580858783985
542733;Bošany;305;Partizánske;3;Trenčiansky;14392577;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Bošany;SK0225542733;48.57497575;18.24473705612495
528188;Boťany;811;Trebišov;8;Košický;19524147;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Boťany;SK042B528188;48.4528052;22.1032981563655
514551;Bottovo;609;Rimavská Sobota;6;Banskobystrický;10788919;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Bottovo;SK0329514551;48.32086215;20.14761963145516
522368;Bracovce;807;Michalovce;8;Košický;9622491;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Bracovce;SK0427522368;48.6458964;21.8360285
500071;Branč;403;Nitra;4;Nitriansky;13808400;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Branč;SK0233500071;48.21575679999999;18.14158316361387
503096;Branovo;404;Nové Zámky;4;Nitriansky;9320830;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Branovo;SK0234503096;48.0260358;18.309159
529435;Bratislava-Čunovo;105;Bratislava V;1;Bratislavský;18626272;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava V;SK0105;Bratislava-Čunovo;SK0105529435;48.029636;17.1995727
529401;Bratislava-Devín;104;Bratislava IV;1;Bratislavský;14007658;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Devín;SK0104529401;48.1745864;16.9826096
529371;Bratislava-Devínska Nová Ves;104;Bratislava IV;1;Bratislavský;24217253;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Devínska Nová Ves;SK0104529371;48.2091751;16.973894
529389;Bratislava-Dúbravka;104;Bratislava IV;1;Bratislavský;8648836;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Dúbravka;SK0104529389;48.1870886;17.0375032
529443;Bratislava-Jarovce;105;Bratislava V;1;Bratislavský;21342442;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava V;SK0105;Bratislava-Jarovce;SK0105529443;48.0652367;17.1129421
529397;Bratislava-Karlova Ves;104;Bratislava IV;1;Bratislavský;10951096;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Karlova Ves;SK0104529397;48.1592404;17.0526768
529419;Bratislava-Lamač;104;Bratislava IV;1;Bratislavský;6542373;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Lamač;SK0104529419;48.1911965;17.0542794
529346;Bratislava-Nové Mesto;103;Bratislava III;1;Bratislavský;37481484;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava III;SK0103;Bratislava-Nové Mesto;SK0103529346;48.1671622;17.1383524
529460;Bratislava-Petržalka;105;Bratislava V;1;Bratislavský;28680104;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava V;SK0105;Bratislava-Petržalka;SK0105529460;48.110972;17.1112897
529311;Bratislava-Podunajské Biskupice;102;Bratislava II;1;Bratislavský;42492968;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava II;SK0102;Bratislava-Podunajské Biskupice;SK0102529311;48.130042;17.2074215
529354;Bratislava-Rača;103;Bratislava III;1;Bratislavský;23659304;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava III;SK0103;Bratislava-Rača;SK0103529354;48.2117887;17.1534331
529494;Bratislava-Rusovce;105;Bratislava V;1;Bratislavský;25558261;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava V;SK0105;Bratislava-Rusovce;SK0105529494;48.052647;17.1469174
529320;Bratislava-Ružinov;102;Bratislava II;1;Bratislavský;39700420;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava II;SK0102;Bratislava-Ružinov;SK0102529320;48.1493142;17.1645049
528595;Bratislava-Staré Mesto;101;Bratislava I;1;Bratislavský;9590124;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava I;SK0101;Bratislava-Staré Mesto;SK0101528595;48.155137;17.10102081471308
529362;Bratislava-Vajnory;103;Bratislava III;1;Bratislavský;13534087;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava III;SK0103;Bratislava-Vajnory;SK0103529362;48.2049103;17.2065787
529338;Bratislava-Vrakuňa;102;Bratislava II;1;Bratislavský;10296679;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava II;SK0102;Bratislava-Vrakuňa;SK0102529338;48.145195;17.2004942
529427;Bratislava-Záhorská Bystrica;104;Bratislava IV;1;Bratislavský;32297811;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Záhorská Bystrica;SK0104529427;48.2392876;17.0383357
508489;Braväcovo;603;Brezno;6;Banskobystrický;29409193;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Braväcovo;SK0323508489;48.8547362;19.75135808903338
525570;Brdárka;808;Rožňava;8;Košický;6134067;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Brdárka;SK0428525570;48.7604018;20.33718919306245
528200;Brehov;811;Trebišov;8;Košický;7901462;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Brehov;SK042B528200;48.4869802;21.8181852
581607;Brehy;612;Žarnovica;6;Banskobystrický;12364674;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žarnovica;SK032C;Brehy;SK032C581607;48.39920735;18.66367349420329
520055;Brekov;702;Humenné;7;Prešovský;9706830;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Brekov;SK0412520055;48.9056816;21.8380892
520063;Brestov;702;Humenné;7;Prešovský;10121069;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Brestov;SK0412520063;48.9735622;21.89102306646235
524212;Brestov;707;Prešov;7;Prešovský;10358879;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Brestov;SK0417524212;48.8690553;21.3478254
520071;Brestov nad Laborcom;705;Medzilaborce;7;Prešovský;6044123;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Brestov nad Laborcom;SK0415520071;49.1112025;21.9392388
506842;Brestovany;207;Trnava;2;Trnavský;16368454;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Brestovany;SK0217506842;48.3872475;17.68725237312762
501069;Brestovec;401;Komárno;4;Nitriansky;7491193;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Brestovec;SK0231501069;47.8640011;17.8218727
504254;Brestovec;303;Myjava;3;Trenčiansky;17342133;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Myjava;SK0223;Brestovec;SK0223504254;48.80087865;17.55282515717976
524221;Bretejovce;707;Prešov;7;Prešovský;4375562;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Bretejovce;SK0417524221;48.8269871;21.29711
514578;Bretka;808;Rožňava;8;Košický;9541285;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Bretka;SK0428514578;48.4926475;20.33658849204426
509591;Breza;507;Námestovo;5;Žilinský;22523137;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Breza;SK0317509591;49.3984451;19.36883062559041
547557;Brezany;511;Žilina;5;Žilinský;3655738;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Brezany;SK031B547557;49.18851785;18.66478780170434
524255;Brežany;707;Prešov;7;Prešovský;3304054;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Brežany;SK0417524255;48.9783435;21.1106569
528218;Brezina;811;Trebišov;8;Košický;12964459;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Brezina;SK042B528218;48.55167475;21.55665829267139
518191;Breziny;611;Zvolen;6;Banskobystrický;5484699;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Breziny;SK032B518191;48.51442475;19.08459616096912
527157;Breznica;711;Stropkov;7;Prešovský;9916950;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Breznica;SK041B527157;49.15557675;21.66333010050121
511269;Breznička;607;Poltár;6;Banskobystrický;9211264;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Breznička;SK0327511269;48.4155907;19.73440472378142
527165;Breznička;711;Stropkov;7;Prešovský;5837559;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Breznička;SK041B527165;49.2256154;21.70687467918773
508497;Brezno;603;Brezno;6;Banskobystrický;121956165;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Brezno;SK0323508497;48.8053349;19.6409612
542741;Brezolupy;301;Bánovce nad Bebravou;3;Trenčiansky;6338200;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Brezolupy;SK0221542741;48.7011174;18.3014814
519081;Brezov;701;Bardejov;7;Prešovský;6894329;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Brezov;SK0411519081;49.1426935;21.50301163754941
504262;Brezová pod Bradlom;303;Myjava;3;Trenčiansky;41079473;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Myjava;SK0223;Brezová pod Bradlom;SK0223504262;48.6616437;17.5370299
520080;Brezovec;709;Snina;7;Prešovský;3427133;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Brezovec;SK0419520080;48.9354238;22.3863111
509604;Brezovica;510;Tvrdošín;5;Žilinský;19211308;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Tvrdošín;SK031A;Brezovica;SK031A509604;49.32165935;19.66543717851535
524239;Brezovica;708;Sabinov;7;Prešovský;18186365;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Brezovica;SK0418524239;49.13775655;20.83761709144507
524247;Brezovička;708;Sabinov;7;Prešovský;8951767;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Brezovička;SK0418524247;49.1174311;20.85926213805061
519090;Brezovka;701;Bardejov;7;Prešovský;3267923;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Brezovka;SK0411519090;49.27314459999999;21.41481644467684
502103;Brhlovce;402;Levice;4;Nitriansky;13384619;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Brhlovce;SK0232502103;48.22052735;18.73743505567025
512117;Brieštie;509;Turčianske Teplice;5;Žilinský;11175578;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Brieštie;SK0319512117;48.920574;18.71990658203494
504271;Brodské;206;Skalica;2;Trnavský;19883229;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Brodské;SK0216504271;48.6950635;17.03124974938272
580449;Brodzany;305;Partizánske;3;Trenčiansky;18290735;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Brodzany;SK0225580449;48.59969685;18.35903047930011
505889;Brunovce;304;Nové Mesto nad Váhom;3;Trenčiansky;5821124;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Brunovce;SK0224505889;48.67784725;17.84869685692546
527173;Brusnica;711;Stropkov;7;Prešovský;14282507;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Brusnica;SK041B527173;49.1488542;21.70963364699669
515884;Brusník;610;Veľký Krtíš;6;Banskobystrický;7761597;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Brusník;SK032A515884;48.30259315;19.41758914151173
508675;Brusno;601;Banská Bystrica;6;Banskobystrický;43511159;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Brusno;SK0321508675;48.826839;19.35603262507028
526410;Brutovce;704;Levoča;7;Prešovský;13684491;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Brutovce;SK0414526410;49.0902445;20.79039980007902
503100;Bruty;404;Nové Zámky;4;Nitriansky;20531902;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bruty;SK0234503100;47.9236648;18.5789655
512915;Brvnište;306;Považská Bystrica;3;Trenčiansky;6939768;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Brvnište;SK0226512915;49.2137171;18.42155711082713
560022;Brzotín;808;Rožňava;8;Košický;20565236;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Brzotín;SK0428560022;48.62779985;20.50821308734362
501077;Búč;401;Komárno;4;Nitriansky;31500942;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Búč;SK0231501077;47.8077245;18.4421897
506851;Bučany;207;Trnava;2;Trnavský;16583070;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Bučany;SK0217506851;48.4137075;17.68902118543697
519103;Buclovany;701;Bardejov;7;Prešovský;4095871;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Buclovany;SK0411519103;49.15991135;21.36349790811045
518204;Budča;611;Zvolen;6;Banskobystrický;15909049;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Budča;SK032B518204;48.5752847;19.05890872768752
514586;Budikovany;609;Rimavská Sobota;6;Banskobystrický;3331754;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Budikovany;SK0329514586;48.49187809999999;20.08942728659332
521221;Budimír;806;Košice - okolie;8;Košický;6987209;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Budimír;SK0426521221;48.8002774;21.3034889
511277;Budiná;606;Lučenec;6;Banskobystrický;17302915;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Budiná;SK0326511277;48.4702899;19.44180375968216
513857;Budince;807;Michalovce;8;Košický;1963963;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Budince;SK0427513857;48.5460331;22.12133435793777
512125;Budiš;509;Turčianske Teplice;5;Žilinský;10275743;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Budiš;SK0319512125;48.85372;18.73392702941738
